phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
427	rs4266947_T	NA	0.0772779827804487	0.0261280993115416	1.08034235122568	0.00309985807350887	logistic	427650	14917	412733	0.71559079238443	0.0508733777621887	2504		TRUE	FALSE	FALSE	Cardiac dysrhythmias	circulatory system
427.1	rs4266947_T	NA	0.0420810108678801	0.0641026262512247	1.04297896795982	0.511526180930958	logistic	415184	2451	412733	0.733248936627554	0.0507534009017689	2425		FALSE	FALSE	FALSE	Paroxysmal tachycardia, unspecified	circulatory system
427.11	rs4266947_T	NA	0.0980802399959396	0.0719361878737932	1.10305129038869	0.172745790947831	logistic	414582	1849	412733	0.71738426773529	0.0507631783338399	2418		FALSE	FALSE	FALSE	Paroxysmal supraventricular tachycardia	circulatory system
427.12	rs4266947_T	NA	-0.138696917103973	0.135683049711974	0.870491819662602	0.306680309155902	logistic	413372	639	412733	0.766533276728376	0.0507315444684207	2415		FALSE	FALSE	FALSE	Paroxysmal ventricular tachycardia	circulatory system
427.2	rs4266947_T	NA	0.0736805499720691	0.0324270304377072	1.07646287446944	0.0230747099207613	logistic	422337	9604	412733	0.746437761700724	0.0508207900326043	2475		TRUE	FALSE	FALSE	Atrial fibrillation and flutter	circulatory system
427.21	rs4266947_T	NA	0.0235296510704607	0.149953950186473	1.02380865731921	0.875313798535766	logistic	413191	458	412733	0.739655725958069	0.0507416666868349	2415		FALSE	FALSE	FALSE	Atrial fibrillation	circulatory system
427.22	rs4266947_T	NA	-0.408313786088081	0.282307317753041	0.664770250435414	0.14808045147835	logistic	412923	190	412733	0.752847398089316	0.0507334297193423	2409		FALSE	FALSE	FALSE	Atrial flutter	circulatory system
427.3	rs4266947_T	NA	0.0869750293459786	0.0992141798701679	1.09086943965482	0.380682694668799	logistic	413716	983	412733	0.721688259543969	0.0507509982693442	2412		FALSE	FALSE	FALSE	Other specified cardiac dysrhythmias	circulatory system
427.4	rs4266947_T	NA	0.00483299552812569	0.219081459859664	1.0048446932885	0.982399880992057	logistic	412947	214	412733	0.757936553842197	0.050741378433552	2410		FALSE	FALSE	FALSE	Cardiac arrest and ventricular fibrillation	circulatory system
427.41	rs4266947_T	NA	0.196283766034362	0.286462792993857	1.21687216333387	0.493218912628144	logistic	412840	107	412733	0.755613773641342	0.0507436294932662	2410		FALSE	FALSE	FALSE	Ventricular fibrillation and flutter	circulatory system
427.42	rs4266947_T	NA	-0.248316209205268	0.34042921023527	0.780113225289852	0.465744186263789	logistic	412843	110	412733	0.752888635767686	0.0507384162986898	2408		FALSE	FALSE	FALSE	Cardiac arrest	circulatory system
427.5	rs4266947_T	NA	0.293399057765419	0.14660496707034	1.34097781128132	0.0453611444160768	logistic	413107	374	412733	0.757835934561929	0.0507556153732568	2413		TRUE	FALSE	FALSE	Arrhythmia (cardiac) NOS	circulatory system
427.6	rs4266947_T	NA	0.192826007651837	0.198644220372311	1.21267177955177	0.331692518915141	logistic	412956	223	412733	0.760872998694888	0.0507463264851461	2411		FALSE	FALSE	FALSE	Premature beats	circulatory system
427.61	rs4266947_T	NA	0.134251360537239	0.460123578166184	1.14368025960209	0.770460649342755	logistic	412777	44	412733	0.752461350130875	0.0507416837662951	2408		FALSE	FALSE	FALSE	Supraventricular premature beats	circulatory system
427.7	rs4266947_T	NA	0.0387645886162724	0.173834486803289	1.03952573865085	0.823537753789058	logistic	413065	332	412733	0.762454706048093	0.050742619200368	2409		FALSE	FALSE	FALSE	Tachycardia NOS	circulatory system
427.8	rs4266947_T	NA	0.0831160759670812	0.164965091468165	1.08666793725955	0.614373542575193	logistic	413091	358	412733	0.737654305773487	0.0507442670017018	2409		FALSE	FALSE	FALSE	Sinoatrial node dysfunction (Bradycardia)	circulatory system
427.9	rs4266947_T	NA	0.0490303902053263	0.0637505777443425	1.0502522676371	0.441835616208371	logistic	415187	2454	412733	0.748771820357639	0.0507566470048436	2421		FALSE	FALSE	FALSE	Palpitations	circulatory system
428	rs4266947_T	NA	0.0012113774455919	0.0892561074543202	1.00121211145961	0.98917150078334	logistic	428727	1294	427433	0.678736314268554	0.0508680349033301	2508		FALSE	FALSE	FALSE	Congestive heart failure; nonhypertensive	circulatory system
428.1	rs4266947_T	NA	0.215852011353218	0.13815169145177	1.24091872352888	0.11818729678241	logistic	427878	445	427433	0.698475219423604	0.0508789888706594	2504		FALSE	FALSE	FALSE	Congestive heart failure (CHF) NOS	circulatory system
428.2	rs4266947_T	NA	-0.136761041783891	0.112525501142893	0.872178615479028	0.224221876103962	logistic	428353	920	427433	0.654155598278924	0.0508540852988073	2505		FALSE	FALSE	FALSE	Heart failure NOS	circulatory system
428.3	rs4266947_T	NA	NA	NA	NA	NA	NA	427433	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Heart failure with reduced EF [Systolic or combined heart failure]	circulatory system
428.4	rs4266947_T	NA	NA	NA	NA	NA	NA	427433	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Heart failure with preserved EF [Diastolic heart failure]	circulatory system
429	rs4266947_T	NA	0.351985892973914	0.251215229713787	1.42188846495943	0.161174371075093	logistic	427555	122	427433	0.681396495981617	0.0508718176608857	2502		FALSE	FALSE	FALSE	Ill-defined descriptions and complications of heart disease	circulatory system
429.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	427445	12	427433	0.673307014393472	0.0508661933114202	2501	 [Error: < 15  cases or controls]	NA	NA	NA	Heart transplant/surgery	circulatory system
429.2	rs4266947_T	NA	0.351985892973914	0.251215229713787	1.42188846495943	0.161174371075093	logistic	427555	122	427433	0.681396495981617	0.0508718176608857	2502		FALSE	FALSE	FALSE	Abnormal function study of cardiovascular system	circulatory system
429.3	rs4266947_T	NA	NA	NA	NA	NA	NA	427433	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Symptoms involving cardiovascular system	circulatory system
429.9	rs4266947_T	NA	NA	NA	NA	NA	NA	427433	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cardiac complications, not elsewhere classified	circulatory system
430	rs4266947_T	NA	0.0607740262547189	0.0758196314577629	1.06265875407466	0.422807199565275	logistic	422138	1710	420428	0.632495028102171	0.0508435630054627	2462		FALSE	FALSE	FALSE	Intracranial hemorrhage	circulatory system
430.1	rs4266947_T	NA	0.0403355958328717	0.106209629245515	1.041160124568	0.704113602619036	logistic	421315	887	420428	0.673915411657544	0.050834886011654	2460		FALSE	FALSE	FALSE	Subarachnoid hemorrhage	circulatory system
430.2	rs4266947_T	NA	0.0841549630255436	0.109853255244915	1.08779744913246	0.443636386644358	logistic	421224	796	420428	0.605848904591897	0.050838746130325	2456		FALSE	FALSE	FALSE	Intracerebral hemorrhage	circulatory system
430.3	rs4266947_T	NA	NA	NA	NA	NA	NA	420428	NA	NA	NA	NA	2455	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Subdural hemorrhage	circulatory system
433	rs4266947_T	NA	0.0367648813813233	0.0383766492462318	1.03744906856847	0.338062083137473	logistic	427395	6967	420428	0.713390548917173	0.0508616151335416	2504		FALSE	FALSE	FALSE	Cerebrovascular disease	circulatory system
433.1	rs4266947_T	NA	0.114770686210176	0.115350100922519	1.12161620601676	0.319747497821765	logistic	421129	701	420428	0.685919739973783	0.0508407162650874	2456		FALSE	FALSE	FALSE	Occlusion and stenosis of precerebral arteries	circulatory system
433.11	rs4266947_T	NA	NA	NA	NA	NA	NA	420428	NA	NA	NA	NA	2455	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Occlusion of cerebral arteries, with cerebral infarction	circulatory system
433.12	rs4266947_T	NA	-1.14970079652972	1.0084976296327	0.316731522373774	0.254280724765434	logistic	420458	30	420428	0.650105970169841	0.050827906711253	2455		FALSE	FALSE	FALSE	Cerebral atherosclerosis	circulatory system
433.2	rs4266947_T	NA	0.0617149246926601	0.0528364797060951	1.06365907856451	0.242792134875424	logistic	423985	3557	420428	0.700337696885809	0.0508567520077361	2488		FALSE	FALSE	FALSE	Occlusion of cerebral arteries	circulatory system
433.21	rs4266947_T	NA	0.0707760404783899	0.0529191640667158	1.07334081405286	0.181080080309111	logistic	423946	3518	420428	0.701069377824585	0.0508602510697117	2488		FALSE	FALSE	FALSE	Cerebral artery occlusion, with cerebral infarction	circulatory system
433.3	rs4266947_T	NA	0.0328584465568631	0.0651316809874409	1.03340424695815	0.61391530981881	logistic	422816	2388	420428	0.658689800259975	0.0508400817376826	2463		FALSE	FALSE	FALSE	Cerebral ischemia	circulatory system
433.31	rs4266947_T	NA	-0.000771386748391313	0.0675218072794279	0.999228910693881	0.990884956816724	logistic	422716	2288	420428	0.648107205743431	0.0508308178540675	2463		FALSE	FALSE	FALSE	Transient cerebral ischemia	circulatory system
433.32	rs4266947_T	NA	NA	NA	NA	NA	logistic	420429	1	420428	0.651324304241905	0.0508314126760999	2455	 [Error: < 15  cases or controls]	NA	NA	NA	Moyamoya disease	circulatory system
433.5	rs4266947_T	NA	0.0882966107071799	0.176816055318819	1.09231206543747	0.61751884058247	logistic	420735	307	420428	0.649264491147281	0.0508336601423699	2457		FALSE	FALSE	FALSE	Cerebral aneurysm	circulatory system
433.6	rs4266947_T	NA	NA	NA	NA	NA	NA	420428	NA	NA	NA	NA	2455	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute, but ill-defined cerebrovascular disease	circulatory system
433.8	rs4266947_T	NA	NA	NA	NA	NA	NA	420428	NA	NA	NA	NA	2455	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Late effects of cerebrovascular disease	circulatory system
440	rs4266947_T	NA	0.0312273595212434	0.106832829866997	1.03172004859883	0.770056376087885	logistic	424680	883	423797	0.691240068332384	0.0508947913723274	2489		FALSE	FALSE	FALSE	Atherosclerosis	circulatory system
440.1	rs4266947_T	NA	0.237283617266347	0.422540471603847	1.26780063694087	0.574412952862595	logistic	423844	47	423797	0.702741289580085	0.0508925453704665	2485		FALSE	FALSE	FALSE	Atherosclerosis of renal artery	circulatory system
440.2	rs4266947_T	NA	-0.00253716978404625	0.116535846415667	0.997466046110878	0.982630162763402	logistic	424563	766	423797	0.699416699412844	0.050891151607653	2489		FALSE	FALSE	FALSE	Atherosclerosis of the extremities	circulatory system
440.21	rs4266947_T	NA	NA	NA	NA	NA	NA	423797	NA	NA	NA	NA	2485	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Atherosclerosis of native arteries of the extremities with ulceration or gangrene	circulatory system
440.22	rs4266947_T	NA	-0.107234532202638	0.41797079530152	0.898314964495022	0.797518558606047	logistic	423862	65	423797	0.702062833451039	0.0508903841344589	2485		FALSE	FALSE	FALSE	Atherosclerosis of native arteries of the extremities with intermittent claudication	circulatory system
440.9	rs4266947_T	NA	-0.428543829425117	0.50923767440442	0.651457036941025	0.40004553355461	logistic	423854	57	423797	0.700881808719363	0.0508889853581658	2485		FALSE	FALSE	FALSE	Atherosclerosis of aorta	circulatory system
441	rs4266947_T	NA	-0.0788834706196197	0.166447476533706	0.924147608518986	0.635554032264848	logistic	424196	399	423797	0.683267403196151	0.0508880328904563	2486		FALSE	FALSE	FALSE	Vascular insufficiency of intestine	circulatory system
441.1	rs4266947_T	NA	-0.127188164437197	0.264442458424623	0.880567965431919	0.6305397685804	logistic	423963	166	423797	0.689999569873828	0.0508888747367105	2485		FALSE	FALSE	FALSE	Acute vascular insufficiency of intestine	circulatory system
441.2	rs4266947_T	NA	-0.160803614556498	0.591301272415465	0.851459268895154	0.78566146174418	logistic	423830	33	423797	0.701046890345788	0.0508906873038718	2486		FALSE	FALSE	FALSE	Chronic vascular insufficiency of intestine	circulatory system
442	rs4266947_T	NA	-0.0420537864657658	0.0919413920767601	0.95881820774283	0.647385176620213	logistic	425084	1287	423797	0.684755517302482	0.0508840605621477	2492		FALSE	FALSE	FALSE	Other aneurysm	circulatory system
442.1	rs4266947_T	NA	0.0163253627190146	0.104496334234581	1.01645934958803	0.875852481598695	logistic	424740	943	423797	0.691954914829655	0.050892310590008	2489		FALSE	FALSE	FALSE	Aortic aneurysm	circulatory system
442.11	rs4266947_T	NA	0.0410203300389493	0.122224850433548	1.04187328665467	0.737162217768871	logistic	424472	675	423797	0.697652494728076	0.0508938163176841	2489		FALSE	FALSE	FALSE	Abdominal aortic aneurysm	circulatory system
442.2	rs4266947_T	NA	-0.608345113126962	0.58557178451754	0.544250797729862	0.298855546666066	logistic	423851	54	423797	0.700252232434662	0.0508881658884844	2485		FALSE	FALSE	FALSE	Aneurysm of iliac artery	circulatory system
442.3	rs4266947_T	NA	-0.261029571508923	0.30775755115889	0.770258141582784	0.396345383992627	logistic	423936	139	423797	0.702973645908312	0.0508873980978261	2486		FALSE	FALSE	FALSE	Aneurysm of artery of lower extremity	circulatory system
442.4	rs4266947_T	NA	0.0886543984946676	0.51515508178896	1.09270295127753	0.863364698169746	logistic	423834	37	423797	0.701637592116521	0.0508913867221601	2485		FALSE	FALSE	FALSE	Arterial dissection	circulatory system
442.8	rs4266947_T	NA	-0.0273767759461178	0.27436099922277	0.972994571502207	0.920515990208361	logistic	423940	143	423797	0.690129904016264	0.0508904561966316	2487		FALSE	FALSE	FALSE	Aneurysm of other specified artery	circulatory system
443	rs4266947_T	NA	-0.0654793788164742	0.1048286311446	0.936618360739599	0.532212228540063	logistic	424788	991	423797	0.704258663259396	0.0508853828262569	2490		FALSE	FALSE	FALSE	Peripheral vascular disease	circulatory system
443.1	rs4266947_T	NA	0.0157531124075686	0.296697225920952	1.0158778468071	0.957656287234363	logistic	423916	119	423797	0.689538211940494	0.0508909784013814	2486		FALSE	FALSE	FALSE	Raynaud's syndrome	circulatory system
443.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	423798	1	423797	0.700028573799452	0.050890990519068	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Peripheral angiopathy in diseases classified elsewhere	circulatory system
443.8	rs4266947_T	NA	0.339745416433329	0.601367284073746	1.40458995952043	0.572104414945387	logistic	423818	21	423797	0.701500368393309	0.0508921282248512	2485		FALSE	FALSE	FALSE	Other specified peripheral vascular diseases	circulatory system
443.9	rs4266947_T	NA	-0.0861357333251582	0.113364180353411	0.917469691556284	0.447365551810978	logistic	424656	859	423797	0.713478510453333	0.0508847160996195	2489		FALSE	FALSE	FALSE	Peripheral vascular disease, unspecified	circulatory system
444	rs4266947_T	NA	-0.164132019504901	0.126081714699568	0.84862997877479	0.192987900796864	logistic	424553	756	423797	0.705657475154656	0.0508782177961291	2489		FALSE	FALSE	FALSE	Arterial embolism and thrombosis	circulatory system
444.1	rs4266947_T	NA	-0.176827293926155	0.156063812688082	0.837924486675436	0.257195433632116	logistic	424297	500	423797	0.71291806403896	0.0508818115612413	2488		FALSE	FALSE	FALSE	Arterial embolism and thrombosis of lower extremity artery	circulatory system
444.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	423808	11	423797	0.700393520692541	0.0508909694956207	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Embolism and thrombosis of abdominal aorta	circulatory system
444.5	rs4266947_T	NA	NA	NA	NA	NA	NA	423797	NA	NA	NA	NA	2485	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Atheroembolism	circulatory system
446	rs4266947_T	NA	0.186984253067711	0.116302700738535	1.20560830026818	0.107892607009544	logistic	424447	650	423797	0.674225209567799	0.0509062379990906	2489		FALSE	FALSE	FALSE	Polyarteritis nodosa and allied conditions	circulatory system
446.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	423803	6	423797	0.699839050230165	0.0508903901104995	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Thromboangiitis obliterans	circulatory system
446.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	423798	1	423797	0.700028573799452	0.050890990519068	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	circulatory system
446.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	423807	10	423797	0.701915665474894	0.0508934491407645	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Hypersensitivity angiitis	circulatory system
446.4	rs4266947_T	NA	0.34815380885813	0.232205522679326	1.41645009555808	0.133786812180986	logistic	423940	143	423797	0.679424597879573	0.0508975326697174	2486		FALSE	FALSE	FALSE	Wegener's granulomatosis	circulatory system
446.5	rs4266947_T	NA	0.0237793294515666	0.169077227293816	1.02406431212174	0.888152906725123	logistic	424150	353	423797	0.699390076272793	0.0508923729812566	2486		FALSE	FALSE	FALSE	Giant cell arteritis	circulatory system
446.6	rs4266947_T	NA	1.23495679063328	0.445118816941566	3.43822995375645	0.00552963213074911	logistic	423817	20	423797	0.688808531557572	0.0508957875686912	2485		TRUE	FALSE	FALSE	Polyarteritis nodosa	circulatory system
446.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	423801	4	423797	0.699914868935653	0.0508906302722268	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Takayasu's disease	circulatory system
446.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	423808	11	423797	0.701136346387584	0.0508921492751435	2485	 [Error: < 15  cases or controls]	NA	NA	NA	Thrombotic microangiopathy	circulatory system
446.9	rs4266947_T	NA	0.42896001961338	0.227087734791389	1.53565963690401	0.0588969691351056	logistic	423936	139	423797	0.695575045332756	0.0508991923309179	2487		FALSE	FALSE	FALSE	Arteritis NOS	circulatory system
447	rs4266947_T	NA	-0.124006365118462	0.104636909181125	0.883374218083311	0.235973513160226	logistic	424855	1058	423797	0.730282999782362	0.050877358157489	2494		FALSE	FALSE	FALSE	Other disorders of arteries and arterioles	circulatory system
447.1	rs4266947_T	NA	-0.233709829583366	0.135435005345286	0.791591479002518	0.0844151666043361	logistic	424495	698	423797	0.715735866542226	0.0508745686050484	2491		FALSE	FALSE	FALSE	Stricture of artery	circulatory system
447.7	rs4266947_T	NA	NA	NA	NA	NA	NA	423797	NA	NA	NA	NA	2485	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Aortic ectasia	circulatory system
448	rs4266947_T	NA	-0.370706489144529	0.416310975142287	0.690246506672464	0.373221234618189	logistic	423880	83	423797	0.701383375803615	0.0508882230820043	2485		FALSE	FALSE	FALSE	Disease of capillaries	circulatory system
450	rs4266947_T	NA	0.205641744635274	0.198976602731513	1.22831307541198	0.301371320503639	logistic	428858	220	428638	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Noninfectious disorders of lymphatic channels	circulatory system
451	rs4266947_T	NA	-0.02986992790687	0.103809837634081	0.970571769640044	0.77354808994537	logistic	414363	989	413374	0.56939214560007	0.0508274146098952	2421		FALSE	FALSE	FALSE	Phlebitis and thrombophlebitis	circulatory system
451.2	rs4266947_T	NA	-0.0507561291990777	0.117805972101344	0.950510444013153	0.666580983428807	logistic	414155	781	413374	0.595761305234874	0.0508263814272434	2419		FALSE	FALSE	FALSE	Phlebitis and thrombophlebitis of lower extremities	circulatory system
452	rs4266947_T	NA	-1.4403696001538	1.00658700834612	0.236840206326752	0.152446276677583	logistic	413414	40	413374	0.579684928975393	0.050826774129565	2413		FALSE	FALSE	FALSE	Other venous embolism and thrombosis	circulatory system
452.1	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Iatrogenic pulmonary embolism and infarction	circulatory system
452.2	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Deep vein thrombosis [DVT]	circulatory system
452.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	413381	7	413374	0.580318561819431	0.0508296220677777	2413	 [Error: < 15  cases or controls]	NA	NA	NA	Postphlebitic syndrome	circulatory system
453	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic venous hypertension	circulatory system
454	rs4266947_T	NA	0.0032179853043946	0.0302978492081562	1.00322316857751	0.91541440826743	logistic	424951	11577	413374	0.681388590455607	0.0508399791976016	2488		FALSE	FALSE	FALSE	Varicose veins	circulatory system
454.1	rs4266947_T	NA	-0.00133870565622649	0.0307265581309698	0.998662190010468	0.965248475134948	logistic	424669	11295	413374	0.681611018836756	0.0508337081350416	2485		FALSE	FALSE	FALSE	Varicose veins of lower extremity	circulatory system
454.11	rs4266947_T	NA	-0.288518837585457	0.150509963503165	0.749372688642481	0.0552453282570971	logistic	413974	600	413374	0.594948888366725	0.0508123698589766	2417		FALSE	FALSE	FALSE	Varicose veins of lower extremity, symptomtic	circulatory system
455	rs4266947_T	NA	0.116257802056942	0.0576054578117466	1.12328542010046	0.0435732064941072	logistic	416224	2850	413374	0.579732386142768	0.0508704447605136	2427		TRUE	FALSE	FALSE	Hemorrhoids	circulatory system
456	rs4266947_T	NA	0.132802162023278	0.325774214465577	1.14202404025459	0.683529966457375	logistic	413460	86	413374	0.585880778992302	0.0508320030958255	2413		FALSE	FALSE	FALSE	Chronic venous insufficiency [CVI]	circulatory system
457	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin	circulatory system
457.2	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of antiplatelets/antithrombotics	circulatory system
457.3	rs4266947_T	NA	NA	NA	NA	NA	NA	413374	NA	NA	NA	NA	2413	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of aspirin	circulatory system
458	rs4266947_T	NA	0.118006993692537	0.0902091682407497	1.12525198100621	0.19082292495079	logistic	428578	1155	427423	0.679189925606901	0.0508775532108508	2507		FALSE	FALSE	FALSE	Hypotension	circulatory system
458.1	rs4266947_T	NA	0.195214502681781	0.107835416112584	1.21557170191661	0.070249206788207	logistic	428177	754	427423	0.664590944990912	0.0508796595800335	2504		FALSE	FALSE	FALSE	Orthostatic hypotension	circulatory system
458.2	rs4266947_T	NA	0.186553406534798	0.26644413506879	1.20508897999366	0.483827667847162	logistic	427548	125	427423	0.627464809423536	0.0508644643408459	2500		FALSE	FALSE	FALSE	Iatrogenic hypotension	circulatory system
458.9	rs4266947_T	NA	-0.250902206341573	0.217687919593752	0.778098460933479	0.249083827327067	logistic	427698	275	427423	0.626923340316619	0.0508548087669337	2503		FALSE	FALSE	FALSE	Hypotension NOS	circulatory system
459	rs4266947_T	NA	-0.127772013199667	0.200885536285624	0.880053996969556	0.524747830944672	logistic	427709	286	427423	0.629854261414592	0.0508581769380584	2502		FALSE	FALSE	FALSE	Other disorders of circulatory system	circulatory system
459.1	rs4266947_T	NA	-0.646200106485206	0.71781384567891	0.524033268860244	0.367995975372577	logistic	427459	36	427423	0.620191399018232	0.0508598485468782	2500		FALSE	FALSE	FALSE	Hemorrhage NOS	circulatory system
459.7	rs4266947_T	NA	NA	NA	NA	NA	NA	427423	NA	NA	NA	NA	2500	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Blood vessel replaced	circulatory system
459.9	rs4266947_T	NA	-0.308488553378452	0.282944980005941	0.73455636033971	0.275590911017763	logistic	427593	170	427423	0.623791997307018	0.0508567726786921	2501		FALSE	FALSE	FALSE	Circulatory disease NEC	circulatory system
464	rs4266947_T	NA	0.141261465684118	0.243390090390218	1.15172574537964	0.561650840761505	logistic	427521	155	427366	0.704418850733093	0.0508629985427616	2500		FALSE	FALSE	FALSE	Acute sinusitis	respiratory
465	rs4266947_T	NA	0.0661453763106812	0.0853493642329305	1.06838202331375	0.438342297175349	logistic	428706	1340	427366	0.680336293800759	0.0508716929550788	2508		FALSE	FALSE	FALSE	Acute upper respiratory infections of multiple or unspecified sites	respiratory
465.2	rs4266947_T	NA	0.1886237163189	0.132370457497275	1.20758647189856	0.154166341676887	logistic	427866	500	427366	0.708429731563448	0.0508722356999621	2506		FALSE	FALSE	FALSE	Acute pharyngitis	respiratory
465.4	rs4266947_T	NA	0.012999958776433	0.285280880240024	1.01308482559684	0.96365379371043	logistic	427491	125	427366	0.655540483992985	0.0508607198748044	2499		FALSE	FALSE	FALSE	Acute laryngitis and tracheitis	respiratory
470	rs4266947_T	NA	0.00876571046152075	0.0506872630672977	1.00880424180404	0.862700835596905	logistic	417217	4043	413174	0.679385836563805	0.0508776008647778	2449		FALSE	FALSE	FALSE	Septal Deviations/Turbinate Hypertrophy	respiratory
471	rs4266947_T	NA	-0.0304544889372716	0.0604134360072343	0.970004577001812	0.614190224753825	logistic	416098	2924	413174	0.745908215026646	0.0508642194867555	2431		FALSE	FALSE	FALSE	Nasal polyps	respiratory
472	rs4266947_T	NA	0.212331452800706	0.146279804324454	1.2365576776668	0.146628666688286	logistic	413572	398	413174	0.646109496871145	0.0508835220953063	2425		FALSE	FALSE	FALSE	Chronic pharyngitis and nasopharyngitis	respiratory
473	rs4266947_T	NA	0.0100839947588426	0.0662881287824034	1.01013500956748	0.879089379675893	logistic	415511	2337	413174	0.689102356621116	0.050877112759951	2444		FALSE	FALSE	FALSE	Diseases of the larynx and vocal cords	respiratory
473.1	rs4266947_T	NA	-0.308271788790271	0.455660412371949	0.73471560340516	0.498698842949344	logistic	413240	66	413174	0.70291027209119	0.0508699545058562	2424		FALSE	FALSE	FALSE	Chronic laryngitis	respiratory
473.3	rs4266947_T	NA	-0.0208470312841838	0.256811772413119	0.979368765894139	0.935301741577991	logistic	413335	161	413174	0.692478244161808	0.0508715690662538	2424		FALSE	FALSE	FALSE	Paralysis/spasm of vocal cords or larynx	respiratory
473.4	rs4266947_T	NA	-0.127113755446497	0.125211863763913	0.88063349004325	0.310015557779594	logistic	413911	737	413174	0.708776268175269	0.0508623834592461	2431		FALSE	FALSE	FALSE	Voice disturbance	respiratory
474	rs4266947_T	NA	-0.0830870676618459	0.0785155195123377	0.920271017886047	0.289952980589444	logistic	414983	1809	413174	0.686593161343829	0.0508575050062292	2438		FALSE	FALSE	FALSE	Acute and chronic tonsillitis	respiratory
474.1	rs4266947_T	NA	-0.265021419510524	0.154296872383334	0.76718951697593	0.0858682854919922	logistic	413723	549	413174	0.698751489812682	0.0508576994752528	2428		FALSE	FALSE	FALSE	Acute tonsillitis	respiratory
474.2	rs4266947_T	NA	-0.00628266529872511	0.10628410550326	0.993737029376301	0.952862906327556	logistic	414095	921	413174	0.676522501469618	0.0508723843562468	2432		FALSE	FALSE	FALSE	Chronic tonsillitis and adenoiditis	respiratory
475	rs4266947_T	NA	0.124175232867182	0.0755828289752434	1.13221425476712	0.100403068863184	logistic	414805	1631	413174	0.689781851289239	0.0508974096262099	2433		FALSE	FALSE	FALSE	Chronic sinusitis	respiratory
475.9	rs4266947_T	NA	NA	NA	NA	NA	NA	413174	NA	NA	NA	NA	2424	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postnasal drip	respiratory
476	rs4266947_T	NA	-0.48434595287016	0.720231537314799	0.616100023468144	0.501274060660595	logistic	413205	31	413174	0.70199763386918	0.0508706332207984	2424		FALSE	FALSE	FALSE	Allergic rhinitis	respiratory
477	rs4266947_T	NA	-0.0299365815655185	0.0680458503715288	0.970507079636553	0.659975346835915	logistic	415490	2316	413174	0.679829325785972	0.0508640400490987	2437		FALSE	FALSE	FALSE	Epistaxis or throat hemorrhage	respiratory
478	rs4266947_T	NA	-0.102606586532719	0.184076839108283	0.902481952204208	0.577246163368061	logistic	413506	332	413174	0.712133621892335	0.0508686693784371	2426		FALSE	FALSE	FALSE	Throat pain	respiratory
